,Customer Type,Type of Travel,Class,satisfaction,Flight Distance,Inflight entertainment,Baggage handling,Arrival Delay in Minutes
60714,1,2,2,1,2935,3,3,27.0
60716,1,1,3,1,542,4,5,0.0
60717,1,1,3,1,665,5,5,0.0
60718,1,2,2,1,3282,2,2,24.0
60719,2,2,2,2,611,4,4,0.0
60720,2,2,3,1,1195,3,4,0.0
60721,1,2,3,2,596,2,4,0.0
60723,1,2,3,1,861,3,1,0.0
60724,1,2,2,2,452,4,4,0.0
60725,1,1,1,2,2586,3,5,1.0
60727,1,2,2,2,3784,4,4,7.0
60729,1,2,2,2,391,3,2,68.0
60730,2,2,3,1,1797,5,2,0.0
60731,1,2,2,2,2829,5,3,36.0
60732,1,2,2,2,1510,4,5,0.0
60734,1,2,3,1,1431,1,2,3.0
60735,1,1,3,1,1127,3,3,0.0
60736,1,1,1,1,1201,1,2,0.0
60737,2,2,3,1,589,3,1,0.0
60738,1,2,2,1,1851,4,4,0.0
60739,1,2,2,1,690,4,4,0.0
60740,1,2,1,1,1984,0,4,0.0
60743,1,2,2,2,2681,5,5,0.0
60744,1,2,2,2,2417,5,5,0.0
60745,1,1,3,2,250,2,4,72.0
60746,1,1,3,1,416,4,4,0.0
60747,1,1,3,1,399,1,3,13.0
60748,1,1,3,1,1882,5,3,0.0
60749,1,2,2,2,2050,5,5,0.0
60751,1,1,2,2,602,4,1,12.0
60752,1,2,2,2,448,4,4,5.0
60753,1,1,3,1,337,5,4,1.0
60754,1,1,3,1,1180,2,4,36.0
60755,1,2,1,2,679,4,2,68.0
60757,1,2,2,2,3184,4,4,0.0
60758,2,2,2,1,187,5,4,0.0
60759,1,1,3,1,647,2,3,53.0
60760,1,2,2,2,1606,5,5,0.0
60761,1,1,3,1,332,1,3,0.0
60762,1,2,2,2,2565,3,5,67.0
60763,1,2,2,2,2241,5,5,49.0
60765,1,2,2,2,826,3,3,25.0
60766,1,2,2,1,606,3,4,46.0
60767,2,2,3,1,784,5,3,0.0
60768,2,2,1,1,529,2,4,26.0
60770,1,2,2,2,433,4,4,0.0
60771,2,2,3,1,647,5,3,27.0
60772,1,2,2,2,2028,1,1,0.0
60773,1,2,2,2,674,4,1,59.0
60774,1,1,1,1,1028,2,5,0.0
60775,1,1,3,1,1428,2,5,0.0
60777,2,2,2,2,685,5,4,17.0
60778,1,2,2,1,2860,3,3,0.0
60780,1,2,3,2,1182,5,4,0.0
60781,1,1,1,1,413,4,4,0.0
60782,1,2,2,2,1905,5,5,0.0
60783,1,1,2,1,362,4,4,0.0
60784,2,2,2,1,544,4,5,0.0
60785,1,2,2,2,3464,5,5,4.0
60786,1,1,3,1,402,3,5,17.0
60787,1,2,2,1,416,3,4,10.0
60789,2,2,3,1,1187,1,4,0.0
60790,1,2,2,2,3948,3,4,12.0
60791,1,2,2,2,419,4,4,1.0
60792,2,2,2,1,1050,3,4,0.0
60793,1,2,2,2,533,5,5,0.0
60794,2,2,2,1,583,4,4,0.0
60795,1,1,3,1,1590,4,4,33.0
60796,1,2,2,2,1499,2,2,0.0
60797,1,2,2,1,2998,3,3,34.0
60799,1,1,1,1,552,4,4,26.0
60800,1,2,3,1,284,4,4,230.0
60801,1,2,3,2,546,4,3,0.0
60802,1,1,3,1,1096,1,4,48.0
60803,1,2,3,2,164,5,5,0.0
60806,1,2,2,2,1739,5,5,12.0
60807,1,2,2,1,1372,1,2,0.0
60808,2,2,3,1,715,1,3,0.0
60809,1,2,2,2,2551,2,2,42.0
60810,1,1,3,1,1069,3,4,3.0
60811,1,1,3,1,414,3,5,109.0
60812,1,1,1,1,447,3,4,0.0
60813,1,2,2,1,349,3,3,0.0
60814,1,2,2,2,3919,5,5,148.0
60818,1,2,2,1,2612,2,2,0.0
60819,1,1,3,1,475,5,5,0.0
60820,1,2,2,1,2506,2,2,0.0
60821,1,1,3,1,116,1,4,167.0
60822,1,2,2,2,1766,5,5,37.0
60823,2,2,3,2,192,4,5,0.0
60825,1,2,2,2,616,4,4,30.0
60827,1,2,2,2,2253,4,3,10.0
60828,1,2,3,2,175,2,2,0.0
60829,2,2,3,1,954,3,3,119.0
60830,1,2,2,1,2583,3,3,28.0
60831,2,2,1,2,302,3,1,0.0
60832,1,1,3,1,349,5,4,0.0
60833,1,2,2,2,3392,4,4,2.0
60837,1,1,1,1,372,5,5,65.0
60839,2,2,3,1,954,4,4,7.0
60841,2,2,1,1,109,3,1,0.0
60843,1,2,2,2,349,5,5,6.0
60844,1,1,3,1,2296,4,3,0.0
60845,2,2,3,1,697,3,3,0.0
60846,1,2,3,1,674,1,4,0.0
60849,1,2,2,2,3634,5,4,0.0
60850,1,1,3,2,1754,4,4,0.0
60851,1,2,2,1,1744,2,3,5.0
60855,1,2,1,1,1008,3,4,27.0
60857,1,2,3,2,460,2,2,3.0
60858,1,2,3,1,1156,4,4,0.0
60859,1,1,3,1,500,4,4,23.0
60860,1,1,3,2,534,1,1,1.0
60861,1,1,3,1,277,4,3,0.0
60863,1,2,2,1,3424,3,3,42.0
60864,1,2,3,1,362,3,3,0.0
60865,2,2,3,1,1062,1,4,0.0
60866,1,2,2,1,1531,1,4,133.0
60867,2,2,3,1,318,4,5,70.0
60868,1,1,3,2,632,5,5,0.0
60869,1,2,3,2,1091,5,4,0.0
60870,1,2,2,2,3296,4,4,0.0
60871,2,2,3,1,237,4,4,0.0
60872,1,1,3,1,558,1,4,0.0
60873,1,2,3,2,253,2,3,351.0
60874,1,2,2,2,3425,4,4,13.0
60875,1,2,2,2,3229,4,4,6.0
60877,1,2,3,1,986,3,3,0.0
60878,1,1,2,1,696,1,1,50.0
60879,1,2,2,1,530,3,3,0.0
60880,1,2,2,2,3273,5,5,11.0
60881,1,2,2,2,73,5,4,0.0
60882,1,2,3,1,193,3,3,0.0
60883,1,2,2,2,3937,3,3,57.0
60884,1,2,2,2,3690,4,5,0.0
60885,1,1,1,2,984,2,4,0.0
60886,1,1,3,2,589,2,2,0.0
60887,1,1,3,1,1522,2,4,0.0
60888,1,2,2,1,763,3,3,0.0
60889,1,1,3,1,462,4,4,8.0
60890,1,1,1,1,309,2,2,0.0
60891,2,2,2,1,925,2,4,9.0
60892,1,1,1,1,2419,3,4,0.0
60893,1,2,2,2,3740,5,5,1.0
60894,2,2,3,1,872,2,3,0.0
60895,1,2,2,2,1076,3,5,0.0
60896,1,1,2,2,101,1,4,0.0
60897,1,2,2,2,429,5,5,1.0
60899,2,2,2,1,220,2,5,21.0
60901,2,2,3,1,200,4,4,63.0
60902,1,2,2,2,3503,2,2,0.0
60903,1,2,2,2,2170,4,4,20.0
60904,1,1,3,1,1999,1,4,62.0
60905,2,2,3,1,399,3,4,29.0
60906,1,1,3,2,2402,5,5,4.0
60907,2,2,2,2,1379,4,4,0.0
60909,2,2,3,1,1386,2,5,0.0
60910,2,2,2,2,832,5,4,0.0
60913,1,1,3,2,983,3,3,0.0
60914,1,2,2,1,248,3,3,17.0
60916,2,2,2,1,210,1,5,0.0
60917,2,2,3,1,1258,3,3,0.0
60918,2,2,2,2,873,5,3,0.0
60919,1,2,2,2,2586,4,5,3.0
60922,2,2,3,1,674,2,1,0.0
60924,1,2,2,2,3320,5,5,11.0
60925,1,2,2,1,229,2,2,0.0
60926,2,2,2,2,853,1,4,0.0
60928,1,2,2,1,3894,3,3,0.0
60929,1,1,2,1,1120,4,4,0.0
60930,1,1,3,1,427,5,3,15.0
60931,1,2,2,2,3132,5,5,1.0
60932,2,2,3,1,1226,3,5,17.0
60933,1,2,2,2,3252,4,4,29.0
60934,1,2,1,2,528,5,4,15.0
60935,1,1,1,1,611,4,2,15.0
60936,2,2,3,2,1364,4,4,0.0
60937,1,2,3,2,341,5,1,0.0
60938,2,2,2,1,862,2,4,0.0
60939,1,1,3,1,2342,4,2,6.0
60940,2,2,3,1,597,4,4,0.0
60941,1,1,3,1,711,3,3,3.0
60943,1,2,2,2,3540,5,5,0.0
60944,1,1,2,1,1496,2,3,48.0
60945,1,2,2,1,1993,3,3,0.0
60947,2,2,2,2,594,5,5,5.0
60948,1,1,3,1,1737,2,2,0.0
60949,1,2,2,1,3270,3,1,0.0
60950,1,1,3,1,351,1,5,0.0
60952,2,2,2,2,488,5,5,85.0
60954,1,1,3,2,351,5,4,0.0
60955,1,1,1,1,912,1,4,0.0
60956,1,2,2,2,2961,4,4,43.0
60957,2,2,3,1,1262,1,2,0.0
60958,2,2,2,1,737,5,4,54.0
60960,1,2,2,2,2689,2,4,0.0
60961,1,1,1,1,222,2,2,0.0
60962,1,1,3,2,895,3,3,0.0
60963,2,2,3,1,907,4,3,4.0
60966,1,2,2,2,2657,3,3,0.0
60967,2,2,3,1,153,4,5,27.0
60968,1,1,3,1,775,4,3,93.0
60973,2,2,2,1,234,3,5,0.0
60974,2,2,3,1,628,4,4,0.0
60978,2,2,3,1,602,4,4,89.0
60979,1,2,2,2,3481,4,4,0.0
60980,1,1,3,1,1069,2,4,19.0
60982,1,1,2,1,1183,2,2,28.0
60984,2,2,2,1,1521,3,4,6.0
60986,1,1,3,1,1096,1,2,0.0
60987,1,1,3,2,356,3,3,0.0
60988,1,1,1,1,223,5,1,76.0
60989,1,1,3,1,590,4,5,5.0
60990,2,2,2,2,423,3,4,3.0
60991,2,2,3,1,455,2,2,20.0
60992,1,2,3,1,787,3,3,33.0
60993,1,1,3,1,1034,5,3,0.0
60995,1,2,2,2,761,3,5,108.0
60996,2,2,3,1,352,2,2,0.0
60997,1,1,3,1,1142,2,5,0.0
60998,2,2,3,1,356,1,4,0.0
60999,2,2,2,1,1744,5,3,0.0
61000,1,1,3,1,1182,5,5,3.0
61001,1,2,3,1,316,2,2,5.0
61002,1,2,3,1,363,3,4,2.0
61004,2,2,2,1,1076,4,4,161.0
61006,1,2,1,2,1504,3,3,3.0
61007,2,2,2,2,230,3,3,0.0
61008,2,2,2,2,164,5,4,57.0
61009,1,2,2,2,2614,4,5,8.0
61010,1,2,2,2,2739,5,5,0.0
61011,1,2,2,2,868,4,4,25.0
61012,1,1,3,1,1222,2,4,27.0
61013,1,2,2,1,227,3,3,0.0
61015,1,1,3,2,2106,5,2,0.0
61016,2,2,3,1,404,2,3,5.0
61017,1,2,2,2,1538,4,2,6.0
61018,1,2,2,2,2144,4,4,8.0
61019,1,1,1,1,945,5,3,52.0
61020,1,1,3,1,773,2,3,0.0
61023,1,1,2,1,529,4,5,0.0
61024,1,2,2,1,2647,1,1,0.0
61025,2,2,3,1,216,4,3,5.0
61026,2,2,3,1,159,5,2,0.0
61027,2,2,3,1,397,2,4,0.0
61028,1,1,3,1,157,5,5,41.0
61030,1,2,2,2,2260,5,5,15.0
61031,1,2,3,2,1576,5,5,0.0
61032,1,2,2,1,1590,1,3,0.0
61033,2,2,2,2,998,3,5,0.0
61035,1,2,2,1,1925,4,4,0.0
61036,1,1,3,1,693,3,4,1.0
61037,1,1,3,2,230,3,5,0.0
61038,1,2,1,1,166,4,4,0.0
61039,1,1,3,1,569,4,5,10.0
61041,1,2,1,2,1056,3,1,0.0
61042,2,2,2,1,935,1,4,0.0
61043,1,2,2,2,2209,4,4,0.0
61045,1,2,2,2,543,2,2,6.0
61046,1,1,3,1,301,3,4,18.0
61047,1,1,1,1,447,4,5,8.0
61049,1,2,2,2,985,3,3,0.0
61050,1,1,3,1,1931,3,2,0.0
61051,1,1,3,2,281,4,4,0.0
61052,1,2,3,2,576,4,4,10.0
61053,1,2,2,2,460,5,5,34.0
61054,1,1,3,1,417,4,2,32.0
61055,1,1,3,1,854,5,4,6.0
61057,1,2,2,2,3621,2,2,0.0
61058,1,2,2,2,1838,4,4,27.0
61060,1,2,2,2,2686,5,5,68.0
61061,1,1,2,1,2586,4,5,0.0
61062,1,1,3,1,528,1,2,72.0
61063,2,2,2,1,821,3,5,36.0
61064,1,2,2,1,1997,2,3,11.0
61065,1,1,3,1,196,5,3,29.0
61066,2,2,3,1,1547,5,2,0.0
61067,2,2,2,1,2295,4,4,0.0
61068,1,2,2,2,731,4,4,1.0
61069,1,2,2,1,2704,2,3,39.0
61070,2,2,2,2,354,4,3,0.0
61071,1,2,3,1,423,4,4,13.0
61073,1,2,2,1,1823,2,2,46.0
61074,1,2,2,1,3892,2,2,0.0
61075,1,1,3,1,1620,1,1,0.0
61076,1,1,3,1,1144,2,4,6.0
61077,1,2,1,1,543,3,4,6.0
61079,1,1,3,2,109,1,4,0.0
61080,1,1,3,1,374,4,5,182.0
61081,1,2,2,1,1555,3,4,1.0
61083,1,2,2,2,1892,4,4,12.0
61086,1,2,1,2,221,3,1,0.0
61087,1,2,2,2,853,5,5,17.0
61088,2,2,3,1,712,5,4,0.0
61089,1,2,3,1,163,1,4,0.0
61090,1,2,2,2,516,5,4,15.0
61092,2,2,3,1,866,2,3,0.0
61095,2,2,2,2,770,3,1,19.0
61096,1,2,2,2,820,4,2,2.0
61097,2,2,2,2,925,4,4,6.0
61098,1,2,2,2,2397,5,5,44.0
61099,1,2,3,1,488,3,3,0.0
61100,1,1,3,1,430,4,3,0.0
61101,1,1,2,2,521,2,4,0.0
61102,2,2,3,2,1346,2,5,0.0
61103,2,2,2,1,589,2,4,0.0
61104,1,2,3,2,73,5,1,82.0
61105,1,1,3,1,744,1,3,14.0
61106,1,2,2,2,3951,5,4,15.0
61107,1,1,3,1,209,3,3,2.0
61108,2,2,2,1,581,1,5,0.0
61109,1,2,2,2,2867,4,4,10.0
61110,2,2,3,1,862,4,4,0.0
61111,1,1,3,1,631,3,3,48.0
61114,1,2,3,2,271,3,2,3.0
61116,1,2,2,1,1709,2,2,2.0
61118,1,1,3,1,577,4,5,219.0
61119,1,1,3,1,1709,2,3,0.0
61120,1,1,3,1,547,4,4,35.0
61121,1,2,3,1,793,2,2,32.0
61122,1,2,3,1,733,2,3,53.0
61123,1,1,3,1,1042,1,1,0.0
61124,1,2,2,1,2163,3,4,0.0
61125,1,2,2,1,621,3,3,19.0
61126,1,2,2,2,2473,4,4,0.0
61127,2,2,2,1,192,2,5,4.0
61128,2,2,2,1,473,5,5,0.0
61129,1,1,1,1,247,4,4,0.0
61130,2,2,2,1,1726,2,5,3.0
61131,1,2,2,1,1555,1,1,0.0
61132,1,2,2,2,1964,5,5,0.0
61133,2,2,2,1,265,2,5,16.0
61134,1,1,3,2,308,4,4,0.0
61135,2,2,2,1,333,3,5,0.0
61137,1,1,3,1,642,3,4,0.0
61138,1,2,2,2,2697,4,4,0.0
61139,1,1,3,1,888,2,4,9.0
61140,1,2,1,1,356,1,4,0.0
61142,1,2,2,2,2902,4,4,0.0
61143,1,2,3,1,1068,2,2,11.0
61145,1,2,1,1,507,3,4,15.0
61147,2,2,3,1,796,2,1,0.0
61148,1,2,2,2,204,5,4,0.0
61149,1,2,2,1,338,4,4,0.0
61150,2,2,3,1,427,1,4,0.0
61151,1,2,2,2,1943,3,3,0.0
61152,2,2,2,2,1014,5,4,0.0
61153,1,2,3,1,551,2,2,1.0
61154,2,2,3,1,761,1,2,0.0
61155,2,2,3,1,1173,2,2,12.0
61156,1,1,3,1,192,3,5,20.0
61157,2,2,3,1,1011,2,4,8.0
61159,1,2,3,2,77,2,4,1.0
61160,1,1,3,1,302,2,5,0.0
61162,1,1,1,1,861,4,4,0.0
61163,1,1,1,1,802,1,1,14.0
61164,1,2,2,2,1522,4,4,83.0
61166,2,2,3,1,302,3,3,0.0
61167,1,2,2,2,786,5,5,0.0
61169,2,2,2,2,628,4,4,0.0
61171,1,2,1,1,525,3,3,0.0
61172,2,2,3,1,101,3,1,15.0
61173,1,2,2,1,1183,4,4,10.0
61174,1,1,3,2,337,5,5,33.0
61176,1,2,3,1,589,4,4,11.0
61177,1,1,3,1,1671,2,3,10.0
61179,1,2,2,1,3580,1,4,4.0
61180,2,2,2,2,1124,2,3,119.0
61181,1,1,3,1,1102,5,3,2.0
61182,1,2,2,1,507,2,4,2.0
61183,1,1,3,1,327,4,4,63.0
61184,1,2,2,1,3346,3,3,88.0
61185,1,2,3,1,646,2,3,0.0
61186,1,1,1,1,247,5,5,10.0
61187,2,2,2,2,602,1,5,25.0
61188,1,1,2,1,985,5,5,0.0
61189,1,2,2,1,406,2,2,7.0
61190,1,1,3,1,761,5,5,17.0
61191,2,2,3,1,158,2,4,2.0
61193,1,1,3,1,1199,2,3,0.0
61194,1,2,2,1,482,4,3,149.0
61196,1,1,1,1,604,3,5,23.0
61197,1,2,2,1,2531,2,2,9.0
61198,1,2,2,2,2907,3,5,0.0
61199,1,2,2,2,627,3,3,27.0
61200,1,2,3,1,370,4,3,11.0
61201,1,1,3,1,604,1,5,12.0
61202,1,2,2,2,3354,4,4,13.0
61206,2,2,2,1,354,5,2,20.0
61207,2,2,3,1,844,2,1,0.0
61208,1,2,2,2,2689,5,5,27.0
61209,2,2,1,1,590,1,3,0.0
61210,1,2,2,1,2475,4,4,0.0
61211,1,2,2,2,2392,4,5,55.0
61212,1,1,1,2,366,4,2,0.0
61214,1,2,2,1,1237,4,4,47.0
61215,1,2,2,2,369,3,3,0.0
61216,1,1,3,1,413,2,3,1.0
61217,2,2,3,1,1118,4,5,0.0
61218,1,2,1,2,761,3,1,12.0
61219,1,1,1,1,326,4,4,4.0
61221,1,2,2,2,1269,2,2,0.0
61222,1,2,2,2,3960,4,4,0.0
61223,1,2,2,2,3496,4,4,6.0
61224,1,2,1,1,1744,4,2,57.0
61225,1,2,2,1,3404,1,4,0.0
61227,1,1,3,1,1028,5,4,5.0
61228,2,2,3,2,327,4,4,10.0
61229,2,2,2,1,2075,1,5,0.0
61230,1,2,2,2,868,5,5,14.0
61231,2,2,3,2,533,3,1,4.0
61233,1,2,2,2,173,4,4,0.0
61234,1,2,3,2,259,5,1,26.0
61236,1,1,3,1,1262,5,3,0.0
61238,1,1,3,1,872,2,5,12.0
61239,1,2,2,2,240,1,1,0.0
61240,1,2,2,1,3156,1,3,0.0
61241,1,2,2,2,3035,4,4,0.0
61242,1,2,2,1,1616,1,4,9.0
61243,1,2,3,1,1617,2,2,13.0
61244,1,1,3,1,337,5,5,115.0
61245,2,2,3,1,842,1,1,7.0
61246,1,2,2,1,3611,2,4,0.0
61247,1,1,3,1,1149,5,4,3.0
61248,1,1,3,2,793,4,5,142.0
61249,1,2,2,2,1565,5,5,23.0
61250,1,2,3,1,909,4,4,0.0
61251,1,2,3,1,570,4,4,0.0
61252,2,2,2,1,1475,4,5,23.0
61253,1,2,2,1,2085,5,5,57.0
61255,2,2,3,1,1015,4,4,36.0
61257,1,2,1,2,406,4,3,67.0
61258,1,2,2,1,2678,2,2,25.0
61259,1,1,3,1,1303,4,5,0.0
61261,1,1,3,1,866,2,3,13.0
61262,1,2,3,1,936,3,4,0.0
61263,1,2,3,1,1671,4,4,0.0
61264,1,1,1,1,1199,5,5,1.0
61265,1,1,3,1,364,3,5,6.0
61266,2,2,3,1,1012,3,3,3.0
61268,2,2,2,2,926,1,5,0.0
61269,1,2,1,1,516,4,4,16.0
61271,2,2,3,1,447,5,3,0.0
61272,1,2,1,2,128,4,4,0.0
61274,1,1,1,1,354,3,5,0.0
61275,1,2,2,2,2814,2,2,0.0
61277,1,1,3,1,674,3,3,33.0
61278,2,2,3,1,641,1,2,0.0
61279,1,2,2,2,320,5,5,2.0
61280,1,2,2,2,2658,2,2,14.0
61281,1,2,2,2,919,4,4,19.0
61282,1,1,3,1,248,5,4,0.0
61284,1,2,2,1,2227,1,2,0.0
61285,1,1,3,2,546,2,4,80.0
61286,1,2,2,2,2591,5,4,0.0
61287,1,2,2,1,2418,3,2,952.0
61288,1,2,3,1,196,1,1,12.0
61289,2,2,3,1,228,4,4,0.0
61290,1,2,3,1,370,3,4,16.0
61291,1,2,2,2,3497,5,5,0.0
61294,1,2,2,2,434,4,4,0.0
61295,1,2,2,2,2495,5,5,110.0
61297,1,1,1,1,187,2,2,10.0
61298,1,1,3,1,758,4,2,0.0
61301,2,2,2,1,373,5,4,13.0
61302,2,2,2,1,1076,3,4,0.0
61303,1,2,2,1,1982,2,3,67.0
61304,1,2,1,1,1726,3,3,0.0
61305,2,2,3,1,782,3,3,4.0
61306,1,2,2,2,3712,5,5,0.0
61308,1,2,2,2,2588,2,2,102.0
61310,1,2,2,2,1959,4,5,1011.0
61311,1,1,1,1,310,2,4,0.0
61312,2,2,3,1,350,4,3,10.0
61313,2,2,3,1,792,4,3,74.0
61314,1,2,3,1,1739,2,2,0.0
61316,1,2,2,2,3711,4,4,28.0
61317,1,1,3,1,980,2,3,9.0
61318,1,1,2,1,196,3,5,0.0
61319,2,2,2,2,1372,2,5,0.0
61320,1,1,3,1,630,4,5,157.0
61321,1,2,2,1,920,3,3,5.0
61323,2,2,3,1,258,3,4,0.0
61324,2,2,3,2,1145,2,5,1.0
61325,1,1,3,1,894,3,4,0.0
61326,1,2,2,2,2648,5,4,3.0
61327,1,2,1,1,647,1,3,52.0
61329,1,2,2,2,2437,4,4,53.0
61330,1,2,2,2,2642,5,5,0.0
61331,1,2,2,2,2644,5,4,0.0
61333,1,2,2,2,775,5,1,0.0
61334,1,2,2,2,3646,5,5,4.0
61335,1,2,2,2,3558,1,1,0.0
61336,1,1,1,1,1440,5,4,194.0
61337,1,2,3,2,226,5,5,0.0
61339,2,2,3,1,409,4,4,94.0
61342,1,2,2,2,594,5,5,36.0
61343,2,2,3,2,790,2,4,0.0
61345,1,2,3,2,634,2,3,31.0
61347,1,1,1,1,669,3,3,0.0
61348,1,2,2,2,304,4,4,42.0
61349,1,1,3,1,1447,5,2,0.0
61350,1,1,3,1,667,3,5,0.0
61351,2,2,2,1,473,1,4,0.0
61352,2,2,2,2,1303,2,4,0.0
61353,1,2,3,2,602,3,2,9.0
61354,1,1,3,1,1620,4,5,55.0
61355,1,2,2,2,522,5,5,130.0
61358,1,1,1,1,2288,2,3,0.0
61360,1,2,3,2,192,4,5,0.0
61361,1,2,3,1,489,2,3,6.0
61362,1,2,1,2,326,5,3,0.0
61363,1,2,3,2,259,5,2,0.0
61364,2,2,2,1,391,1,4,12.0
61365,1,2,2,2,1826,5,4,0.0
61366,1,1,2,1,1052,5,5,2.0
61367,1,2,2,1,3363,3,3,42.0
61368,1,1,3,1,227,5,4,18.0
61370,1,2,2,1,2556,2,1,7.0
61372,2,2,3,2,1235,2,5,9.0
61373,1,2,2,1,2133,1,1,0.0
61374,1,1,3,1,368,2,5,0.0
61375,1,2,1,1,657,4,4,186.0
61376,1,2,3,2,447,4,5,26.0
61377,1,1,1,1,697,4,4,6.0
61378,1,2,2,1,3440,5,5,0.0
61379,2,2,2,2,1187,4,4,0.0
61380,1,2,3,1,1145,3,3,151.0
61381,2,2,2,2,594,5,4,0.0
61382,2,2,2,1,306,4,5,0.0
61384,2,2,3,1,129,1,3,0.0
61385,2,2,1,1,347,4,2,0.0
61386,1,1,1,1,2454,2,3,0.0
61387,2,2,1,2,314,2,1,0.0
61388,2,2,3,1,366,2,1,0.0
61389,1,2,2,2,1896,5,5,0.0
61390,1,2,3,1,577,3,3,10.0
61392,1,2,3,2,288,4,4,1.0
61393,1,1,3,1,689,5,3,0.0
61397,1,1,1,2,802,4,5,0.0
61398,1,1,1,1,1521,4,4,0.0
61399,1,1,3,1,986,4,5,25.0
61400,1,2,2,1,2753,4,1,8.0
61401,1,2,1,1,669,2,4,0.0
61402,1,2,1,2,216,4,1,5.0
61403,1,1,2,1,1062,2,4,0.0
61404,2,2,2,2,785,1,4,0.0
61406,1,2,2,2,110,3,4,24.0
61407,1,2,1,1,372,3,4,3.0
61408,2,2,2,1,785,4,5,0.0
61410,1,1,3,1,164,5,4,3.0
61411,1,1,1,1,296,5,4,0.0
61412,2,2,3,2,685,1,4,0.0
61413,1,2,3,2,633,5,4,3.0
61416,1,2,3,1,612,1,1,0.0
61417,1,2,2,2,1948,5,5,0.0
61418,1,1,2,1,632,4,4,0.0
61420,1,2,2,2,265,5,5,2.0
61421,2,2,3,1,102,5,3,15.0
61422,1,2,2,2,1496,4,4,15.0
61423,1,2,2,2,3943,3,3,2.0
61424,1,1,3,1,1416,1,5,20.0
61425,2,2,3,1,584,1,4,0.0
61426,1,2,2,1,1959,2,2,0.0
61427,1,1,3,1,373,3,3,7.0
61428,1,1,3,1,516,3,2,0.0
61429,1,1,2,1,1276,3,1,4.0
61430,1,2,2,2,3703,4,4,8.0
61433,1,1,3,1,629,1,1,4.0
61434,1,1,3,1,944,4,2,3.0
61435,1,2,2,2,3885,4,4,12.0
61436,1,2,2,2,2192,4,4,23.0
61437,1,1,3,1,1744,1,5,16.0
61438,1,1,3,1,1075,1,5,0.0
61439,1,2,3,2,569,5,5,10.0
61440,1,2,2,2,964,4,4,8.0
61441,1,2,2,2,1389,5,5,7.0
61442,1,2,2,2,3785,5,5,0.0
61444,1,1,3,1,1044,2,4,9.0
61445,1,1,3,1,270,2,4,10.0
61446,1,2,3,1,1947,1,2,0.0
61447,1,2,2,1,2159,3,3,10.0
61448,1,1,1,1,531,2,1,8.0
61449,1,1,2,1,2602,2,2,1.0
61450,1,2,2,1,1670,3,2,6.0
61451,1,2,2,1,1512,1,1,29.0
61452,1,1,3,1,1303,2,5,35.0
61454,1,1,3,2,1533,2,2,0.0
61455,1,1,3,1,191,5,5,1.0
61456,2,2,2,1,109,1,5,13.0
61457,1,2,3,2,599,4,2,65.0
61458,1,2,3,2,433,3,2,1.0
61459,1,1,2,1,447,5,4,66.0
61460,1,2,3,1,1618,5,5,0.0
61461,1,2,2,2,680,2,5,170.0
61462,1,1,2,1,1471,3,3,14.0
61463,1,2,2,2,563,4,5,7.0
61464,2,2,3,1,250,5,3,101.0
61465,2,2,2,1,347,3,5,0.0
61466,2,2,2,1,356,3,4,0.0
61467,1,1,3,1,1262,5,4,0.0
61468,1,1,3,1,1144,2,3,0.0
61469,1,2,2,2,1024,2,2,0.0
61470,1,2,2,2,342,4,4,5.0
61471,1,1,1,1,817,5,3,0.0
61472,1,1,3,1,631,3,5,55.0
61474,2,2,2,1,356,3,5,3.0
61475,1,2,3,1,190,2,3,0.0
61476,1,2,2,2,472,4,4,10.0
61478,1,2,2,2,299,4,4,6.0
61479,1,2,2,2,2143,1,3,82.0
61480,1,2,2,1,1879,4,4,14.0
61481,2,2,3,1,528,3,4,0.0
61482,1,1,3,1,3784,2,2,0.0
61483,1,1,1,1,2288,1,4,0.0
61484,1,2,2,1,3439,3,3,0.0
61485,1,1,1,1,1554,5,5,2.0
61486,1,1,3,1,707,4,5,0.0
61487,1,1,2,1,280,3,1,0.0
61489,1,2,2,2,500,3,3,50.0
61490,1,2,2,2,2907,5,5,0.0
61491,1,2,2,2,1342,5,5,0.0
61492,1,1,3,1,647,2,5,0.0
61494,1,1,3,1,363,3,2,8.0
61495,1,2,3,1,348,3,4,10.0
61496,1,2,2,2,1630,5,5,2.0
61497,2,2,2,1,1120,4,4,0.0
61498,1,2,2,2,1610,4,5,0.0
61499,1,2,2,1,3043,1,4,29.0
61501,2,2,2,1,430,2,5,0.0
61502,1,1,3,1,1237,2,1,25.0
61503,1,2,2,1,2837,4,2,37.0
61504,1,2,2,1,1805,2,3,0.0
61505,1,1,3,1,475,5,3,0.0
61506,2,2,3,1,777,2,1,0.0
61507,1,1,3,1,1589,3,5,43.0
61508,1,2,3,1,444,2,2,0.0
61510,1,2,2,2,640,3,3,20.0
61512,1,1,1,1,896,4,2,28.0
61513,1,1,3,2,448,4,5,44.0
61515,1,2,2,2,3318,5,3,0.0
61516,1,1,3,1,1431,2,4,0.0
61518,2,2,3,1,402,1,4,1.0
61520,2,2,1,1,369,3,4,0.0
61521,1,1,3,1,2089,3,4,0.0
61522,1,1,3,2,425,2,5,3.0
61523,2,2,3,1,189,3,3,10.0
61524,1,2,2,2,305,4,4,0.0
61525,1,2,1,2,607,4,5,0.0
61526,1,2,2,1,3769,4,4,0.0
